ID	premise_en	hypothesis_en	gold	content-type	inference-pattern	modal
434	There's a chance that a major earthquake will occur in California in the next five years.	It is established that a major earthquake will occur in California in the next five years.	non-entailment	congruent	Mi-Mu	epistemic
435	There is a possibility that life exists on other planets in our solar system.	Life must have existed on other planets in our solar system.	non-entailment	congruent	Mi-Mu	epistemic
436	It is possible that humans will one day be able to control the weather.	It is certain that humans will one day be able to control the weather.	non-entailment	congruent	Mi-Mu	epistemic
437	Regular meditation might improve mental focus and concentration.	It is necessarily the case that regular meditation improves mental focus and concentration.	non-entailment	congruent	Mi-Mu	epistemic
438	The ancient Romans might have had a form of democracy before the modern era.	It is known that the ancient Romans had a form of democracy before the modern era.	non-entailment	congruent	Mi-Mu	epistemic
439	There's a chance that a new pandemic will emerge in the next decade.	It is established that a new pandemic will emerge in the next decade.	non-entailment	congruent	Mi-Mu	epistemic
440	There is a possibility that the human lifespan can be significantly extended through scientific advancements.	The human lifespan must have been significantly extended through scientific advancements.	non-entailment	congruent	Mi-Mu	epistemic
441	It is possible that elephants can fly.	It is certain that elephants can fly.	non-entailment	incongruent	Mi-Mu	epistemic
442	It might have been the case that the earth is flat.	It is necessarily the case that the earth is flat.	non-entailment	incongruent	Mi-Mu	epistemic
443	There's a chance that fish can breathe air.	It is known that fish can breathe air.	non-entailment	incongruent	Mi-Mu	epistemic
444	There is a possibility that fire is cold.	It is established that fire is cold.	non-entailment	incongruent	Mi-Mu	epistemic
445	It is possible that the sun revolves around the earth.	It is certain that the sun revolves around the earth.	non-entailment	incongruent	Mi-Mu	epistemic
446	It might have been the case that humans have gills.	It is necessarily the case that humans have gills.	non-entailment	incongruent	Mi-Mu	epistemic
447	There's a chance that plants can eat animals.	It is known that plants can eat animals.	non-entailment	incongruent	Mi-Mu	epistemic
448	There is a possibility that water flows uphill.	It is established that water flows uphill.	non-entailment	incongruent	Mi-Mu	epistemic
449	It is possible that cars can drive on water.	It is certain that cars can drive on water.	non-entailment	incongruent	Mi-Mu	epistemic
450	It might have been the case that bicycles have wings.	It is necessarily the case that bicycles have wings.	non-entailment	incongruent	Mi-Mu	epistemic
451	There's a chance that trains can fly.	It is known that trains can fly.	non-entailment	incongruent	Mi-Mu	epistemic
452	There is a possibility that airplanes need no fuel.	It is established that airplanes need no fuel.	non-entailment	incongruent	Mi-Mu	epistemic
453	It is possible that computers can grow on trees.	It is certain that computers can grow on trees.	non-entailment	incongruent	Mi-Mu	epistemic
454	It might have been the case that phones can cook food.	It is necessarily the case that phones can cook food.	non-entailment	incongruent	Mi-Mu	epistemic
455	There's a chance that the internet existed in ancient Rome.	It is known that the internet existed in ancient Rome.	non-entailment	incongruent	Mi-Mu	epistemic
456	There is a possibility that gravity doesn't exist.	It is established that gravity doesn't exist.	non-entailment	incongruent	Mi-Mu	epistemic
457	It is possible that time travel is possible.	It is certain that time travel is possible.	non-entailment	incongruent	Mi-Mu	epistemic
458	It might have been the case that humans can teleport.	It is necessarily the case that humans can teleport.	non-entailment	incongruent	Mi-Mu	epistemic
459	There's a chance that chocolate is poisonous.	It is known that chocolate is poisonous.	non-entailment	incongruent	Mi-Mu	epistemic
460	There is a possibility that sleep is unnecessary.	It is established that sleep is unnecessary.	non-entailment	incongruent	Mi-Mu	epistemic
461	It is possible that a flibbertigibbet can be zozzled.	It is certain that a flibbertigibbet can be zozzled.	non-entailment	nonsense	Mi-Mu	epistemic
462	A quango might be fizzbinned.	It is necessarily the case that a quango is fizzbinned.	non-entailment	nonsense	Mi-Mu	epistemic
463	A wibble might be frabjous.	It is known that a wibble is frabjous.	non-entailment	nonsense	Mi-Mu	epistemic
464	There's a chance that a gardyloo can be galumphing.	It is established that a gardyloo can be galumphing.	non-entailment	nonsense	Mi-Mu	epistemic
465	There is a possibility that a yargle was squiffling.	A yargle must have been squiffling.	non-entailment	nonsense	Mi-Mu	epistemic
466	It is possible that a flummox can be outgrabing.	It is certain that a flummox can be outgrabing.	non-entailment	nonsense	Mi-Mu	epistemic
467	A grockle might be gyring.	It is necessarily the case that a grockle is gyring.	non-entailment	nonsense	Mi-Mu	epistemic
468	A chortle might be mimsy.	It is known that a chortle is mimsy.	non-entailment	nonsense	Mi-Mu	epistemic
469	There's a chance that an uffish thought can be calloohing.	It is established that an uffish thought can be calloohing.	non-entailment	nonsense	Mi-Mu	epistemic
470	There is a possibility that a tulgey wood was whiffling.	A tulgey wood must have been whiffling.	non-entailment	nonsense	Mi-Mu	epistemic
471	It is possible that a frabjous bandersnatch can be gimbling.	It is certain that a frabjous bandersnatch can be gimbling.	non-entailment	nonsense	Mi-Mu	epistemic
472	A callay might be outgrabing.	It is necessarily the case that a callay is outgrabing.	non-entailment	nonsense	Mi-Mu	epistemic
473	A slithy toves might be frabjous.	It is known that a slithy toves is frabjous.	non-entailment	nonsense	Mi-Mu	epistemic
474	There's a chance that a mome raths can be galumphing.	It is established that a mome raths can be galumphing.	non-entailment	nonsense	Mi-Mu	epistemic
475	There is a possibility that a jubjub bird was squiffling.	A jubjub bird must have been squiffling.	non-entailment	nonsense	Mi-Mu	epistemic
476	It is possible that a whiffling pig can be outgrabing.	It is certain that a whiffling pig can be outgrabing.	non-entailment	nonsense	Mi-Mu	epistemic
477	A mimsy borogove might be gyring.	It is necessarily the case that a mimsy borogove is gyring.	non-entailment	nonsense	Mi-Mu	epistemic
478	A rathe might be mimsy.	It is known that a rathe is mimsy.	non-entailment	nonsense	Mi-Mu	epistemic
479	There's a chance that a bandersnatch can be calloohing.	It is established that a bandersnatch can be calloohing.	non-entailment	nonsense	Mi-Mu	epistemic
480	There is a possibility that a jubjub was whiffling.	A jubjub must have been whiffling.	non-entailment	nonsense	Mi-Mu	epistemic
