ID	premise_en	hypothesis_en	gold	content-type	inference-pattern	modal
531	You may fleep a gorp or a quibble.	You may fleep a gorp.	entailment	nonsense	FC-Or-Elim	deontic
532	You may quibble a flibbit or a whoosh.	You may quibble a flibbit.	entailment	nonsense	FC-Or-Elim	deontic
533	You may flummox a zarp or a fizz.	You may flummox a zarp.	entailment	nonsense	FC-Or-Elim	deontic
534	You may whiffle a glorp or a gleep.	You may whiffle a glorp.	entailment	nonsense	FC-Or-Elim	deontic
535	You may zarp a floober or a splot.	You may zarp a floober.	entailment	nonsense	FC-Or-Elim	deontic
536	You may fizz a quip or a flibbit.	You may fizz a quip.	entailment	nonsense	FC-Or-Elim	deontic
537	You may glorp a whoosh or a zizzle.	You may glorp a whoosh.	entailment	nonsense	FC-Or-Elim	deontic
538	You may gleep a flummox or a whiffle.	You may gleep a flummox.	entailment	nonsense	FC-Or-Elim	deontic
539	You may splot a quibble or a zarp.	You may splot a quibble.	entailment	nonsense	FC-Or-Elim	deontic
540	You may floober a fizz or a wuzzle.	You may floober a fizz.	entailment	nonsense	FC-Or-Elim	deontic
541	You may ride a bicycle.	You may ride a bicycle or a car.	non-entailment	congruent	FC-Or-Intro	deontic
542	You may eat cake.	You may eat cake or cookies.	non-entailment	congruent	FC-Or-Intro	deontic
543	You may drink coffee.	You may drink coffee or tea.	non-entailment	congruent	FC-Or-Intro	deontic
544	You may read a book.	You may read a book or a magazine.	non-entailment	congruent	FC-Or-Intro	deontic
545	You may watch a movie.	You may watch a movie or a TV show.	non-entailment	congruent	FC-Or-Intro	deontic
546	You may listen to music.	You may listen to music or a podcast.	non-entailment	congruent	FC-Or-Intro	deontic
547	You may play games.	You may play games or sports.	non-entailment	congruent	FC-Or-Intro	deontic
548	You may study math.	You may study math or science.	non-entailment	congruent	FC-Or-Intro	deontic
549	You may learn to sing.	You may learn to sing or dance.	non-entailment	congruent	FC-Or-Intro	deontic
550	You may travel to Japan.	You may travel to Japan or France.	non-entailment	congruent	FC-Or-Intro	deontic
551	You may buy a house.	You may buy a house or an apartment.	non-entailment	congruent	FC-Or-Intro	deontic
552	You may adopt a cat.	You may adopt a cat or a dog.	non-entailment	congruent	FC-Or-Intro	deontic
553	You may wear a dress.	You may wear a dress or pants.	non-entailment	congruent	FC-Or-Intro	deontic
554	You may cook dinner.	You may cook dinner or order takeout.	non-entailment	congruent	FC-Or-Intro	deontic
555	You may go to the park.	You may go to the park or the beach.	non-entailment	congruent	FC-Or-Intro	deontic
556	You may take a bath.	You may take a bath or a shower.	non-entailment	congruent	FC-Or-Intro	deontic
557	You may write a letter.	You may write a letter or an email.	non-entailment	congruent	FC-Or-Intro	deontic
558	You may call your friend.	You may call your friend or your family.	non-entailment	congruent	FC-Or-Intro	deontic
559	You may draw a picture.	You may draw a picture or take a picture.	non-entailment	congruent	FC-Or-Intro	deontic
560	You may plant a tree.	You may plant a tree or a flower.	non-entailment	congruent	FC-Or-Intro	deontic
561	You may walk on water.	You may walk on water or breathe underwater.	non-entailment	incongruent	FC-Or-Intro	deontic
562	You may have a pet dragon.	You may have a pet dragon or talk to animals.	non-entailment	incongruent	FC-Or-Intro	deontic
563	You may turn invisible.	You may turn invisible or control the weather.	non-entailment	incongruent	FC-Or-Intro	deontic
564	You may live forever.	You may live forever or travel through time.	non-entailment	incongruent	FC-Or-Intro	deontic
565	You may have superhuman strength.	You may have superhuman strength or read minds.	non-entailment	incongruent	FC-Or-Intro	deontic
566	You may teleport.	You may teleport or become invisible.	non-entailment	incongruent	FC-Or-Intro	deontic
567	You may fly like a bird.	You may fly like a bird or breathe underwater like a fish.	non-entailment	incongruent	FC-Or-Intro	deontic
568	You may have a photographic memory.	You may have a photographic memory or speak any language.	non-entailment	incongruent	FC-Or-Intro	deontic
569	You may control fire.	You may control fire or control water.	non-entailment	incongruent	FC-Or-Intro	deontic
570	You may run at the speed of light.	You may run at the speed of light or jump to the moon.	non-entailment	incongruent	FC-Or-Intro	deontic
571	You may possess telekinesis.	You may possess telekinesis or predict the future.	non-entailment	incongruent	FC-Or-Intro	deontic
572	You may create matter.	You may create matter or destroy matter.	non-entailment	incongruent	FC-Or-Intro	deontic
573	You may stop time.	You may stop time or rewind time.	non-entailment	incongruent	FC-Or-Intro	deontic
574	You may walk through walls.	You may walk through walls or become weightless.	non-entailment	incongruent	FC-Or-Intro	deontic
575	You may shapeshift into any animal.	You may shapeshift into any animal or communicate with plants.	non-entailment	incongruent	FC-Or-Intro	deontic
576	You may live on Mars.	You may live on Mars or breathe in space.	non-entailment	incongruent	FC-Or-Intro	deontic
577	You may have x-ray vision.	You may have x-ray vision or super hearing.	non-entailment	incongruent	FC-Or-Intro	deontic
578	You may control gravity.	You may control gravity or control light.	non-entailment	incongruent	FC-Or-Intro	deontic
579	You may transform into any object.	You may transform into any object or clone yourself.	non-entailment	incongruent	FC-Or-Intro	deontic
580	You may own a unicorn.	You may own a unicorn or ride a pegasus.	non-entailment	incongruent	FC-Or-Intro	deontic
581	You may floober a gleep.	You may floober a gleep or a glorp.	non-entailment	nonsense	FC-Or-Intro	deontic
582	You may zizzle a fizz.	You may zizzle a fizz or a wuzzle.	non-entailment	nonsense	FC-Or-Intro	deontic
583	You may quip a zarp.	You may quip a zarp or a fleep.	non-entailment	nonsense	FC-Or-Intro	deontic
584	You may gorp a flummox.	You may gorp a flummox or a quibble.	non-entailment	nonsense	FC-Or-Intro	deontic
585	You may splot a whiffle.	You may splot a whiffle or a zizzle.	non-entailment	nonsense	FC-Or-Intro	deontic
586	You may flibbit a glop.	You may flibbit a glop or a zizzle.	non-entailment	nonsense	FC-Or-Intro	deontic
587	You may whoosh a fizz.	You may whoosh a fizz or a wuzzle.	non-entailment	nonsense	FC-Or-Intro	deontic
588	You may zizzle a fleep.	You may zizzle a fleep or a glorp.	non-entailment	nonsense	FC-Or-Intro	deontic
589	You may glorp a quip.	You may glorp a quip or a wuzzle.	non-entailment	nonsense	FC-Or-Intro	deontic
590	You may wuzzle a splot.	You may wuzzle a splot or a flummox.	non-entailment	nonsense	FC-Or-Intro	deontic
591	You may fleep a gorp.	You may fleep a gorp or a quibble.	non-entailment	nonsense	FC-Or-Intro	deontic
592	You may quibble a flibbit.	You may quibble a flibbit or a whoosh.	non-entailment	nonsense	FC-Or-Intro	deontic
593	You may flummox a zarp.	You may flummox a zarp or a fizz.	non-entailment	nonsense	FC-Or-Intro	deontic
594	You may whiffle a glorp.	You may whiffle a glorp or a gleep.	non-entailment	nonsense	FC-Or-Intro	deontic
595	You may zarp a floober.	You may zarp a floober or a splot.	non-entailment	nonsense	FC-Or-Intro	deontic
596	You may fizz a quip.	You may fizz a quip or a flibbit.	non-entailment	nonsense	FC-Or-Intro	deontic
597	You may glorp a whoosh.	You may glorp a whoosh or a zizzle.	non-entailment	nonsense	FC-Or-Intro	deontic
598	You may gleep a flummox.	You may gleep a flummox or a whiffle.	non-entailment	nonsense	FC-Or-Intro	deontic
599	You may splot a quibble.	You may splot a quibble or a zarp.	non-entailment	nonsense	FC-Or-Intro	deontic
600	You may floober a fizz.	You may floober a fizz or a wuzzle.	non-entailment	nonsense	FC-Or-Intro	deontic
601	You must stop at a red light.	You must stop at a red light or run it.	non-entailment	incongruent	Ross-Or-Intro	deontic
602	You must pay your taxes.	You must pay your taxes or evade them.	non-entailment	incongruent	Ross-Or-Intro	deontic
603	It is obligatory to wear a seatbelt.	It is obligatory to wear a seatbelt or drive without one.	non-entailment	incongruent	Ross-Or-Intro	deontic
604	You must tell the truth.	You must tell the truth or lie.	non-entailment	incongruent	Ross-Or-Intro	deontic
605	You must keep your promises.	You must keep your promises or break them.	non-entailment	incongruent	Ross-Or-Intro	deontic
606	It is obligatory to follow the law.	It is obligatory to follow the law or break it.	non-entailment	incongruent	Ross-Or-Intro	deontic
607	You must respect others.	You must respect others or insult them.	non-entailment	incongruent	Ross-Or-Intro	deontic
608	You must be kind to animals.	You must be kind to animals or abuse them.	non-entailment	incongruent	Ross-Or-Intro	deontic
609	It is obligatory to protect the environment.	It is obligatory to protect the environment or pollute it.	non-entailment	incongruent	Ross-Or-Intro	deontic
610	You must return borrowed items.	You must return borrowed items or steal them.	non-entailment	incongruent	Ross-Or-Intro	deontic
611	You must be honest in your dealings.	You must be honest in your dealings or cheat.	non-entailment	incongruent	Ross-Or-Intro	deontic
612	It is obligatory to obey traffic signs.	It is obligatory to obey traffic signs or ignore them.	non-entailment	incongruent	Ross-Or-Intro	deontic
613	You must be polite to others.	You must be polite to others or be rude.	non-entailment	incongruent	Ross-Or-Intro	deontic
614	You must keep your word.	You must keep your word or break it.	non-entailment	incongruent	Ross-Or-Intro	deontic
615	It is obligatory to be punctual.	It is obligatory to be punctual or be late.	non-entailment	incongruent	Ross-Or-Intro	deontic
616	You must be responsible for your actions.	You must be responsible for your actions or shirk them.	non-entailment	incongruent	Ross-Or-Intro	deontic
617	You must respect other people's property.	You must respect other people's property or damage it.	non-entailment	incongruent	Ross-Or-Intro	deontic
618	It is obligatory to be a good citizen.	It is obligatory to be a good citizen or be a criminal.	non-entailment	incongruent	Ross-Or-Intro	deontic
619	You must help those in need.	You must help those in need or ignore them.	non-entailment	incongruent	Ross-Or-Intro	deontic
620	You must be grateful for what you have.	You must be grateful for what you have or be ungrateful.	non-entailment	incongruent	Ross-Or-Intro	deontic
621	You must floober the zizzle.	You must floober the zizzle or gleep it.	non-entailment	nonsense	Ross-Or-Intro	deontic
622	You must choose a glorp.	You must choose a glorp or a fleep.	non-entailment	nonsense	Ross-Or-Intro	deontic
623	It is obligatory to gronk the quimp.	It is obligatory to gronk the quimp or splotter it.	non-entailment	nonsense	Ross-Or-Intro	deontic
624	You must wiffle the flibbit.	You must wiffle the flibbit or glurp it.	non-entailment	nonsense	Ross-Or-Intro	deontic
625	You must choose a zizzle.	You must choose a zizzle or a glorp.	non-entailment	nonsense	Ross-Or-Intro	deontic
626	It is obligatory to sproing the fleep.	It is obligatory to sproing the fleep or quimp it.	non-entailment	nonsense	Ross-Or-Intro	deontic
627	You must glurp the wiffle.	You must glurp the wiffle or gronk it.	non-entailment	nonsense	Ross-Or-Intro	deontic
628	You must choose a flibbit.	You must choose a flibbit or a zizzle.	non-entailment	nonsense	Ross-Or-Intro	deontic
629	It is obligatory to quimp the glorp.	It is obligatory to quimp the glorp or floober it.	non-entailment	nonsense	Ross-Or-Intro	deontic
630	You must splotter the gronk.	You must splotter the gronk or wiffle it.	non-entailment	nonsense	Ross-Or-Intro	deontic
631	You must choose a quimp.	You must choose a quimp or a fleep.	non-entailment	nonsense	Ross-Or-Intro	deontic
632	It is obligatory to fleep the zizzle.	It is obligatory to fleep the zizzle or sproing it.	non-entailment	nonsense	Ross-Or-Intro	deontic
633	You must glorp the splotter.	You must glorp the splotter or glurp it.	non-entailment	nonsense	Ross-Or-Intro	deontic
634	You must choose a gronk.	You must choose a gronk or a wiffle.	non-entailment	nonsense	Ross-Or-Intro	deontic
635	It is obligatory to zizzle the flibbit.	It is obligatory to zizzle the flibbit or quimp it.	non-entailment	nonsense	Ross-Or-Intro	deontic
636	You must fleep the floober.	You must fleep the floober or splotter it.	non-entailment	nonsense	Ross-Or-Intro	deontic
637	You must choose a splotter.	You must choose a splotter or a glorp.	non-entailment	nonsense	Ross-Or-Intro	deontic
638	It is obligatory to wiffle the quimp.	It is obligatory to wiffle the quimp or gronk it.	non-entailment	nonsense	Ross-Or-Intro	deontic
639	You must gronk the glorp.	You must gronk the glorp or fleep it.	non-entailment	nonsense	Ross-Or-Intro	deontic
640	You must choose a floober.	You must choose a floober or a zizzle.	non-entailment	nonsense	Ross-Or-Intro	deontic
