premises_ja	hypothesis_ja	premises_en	hypothesis_en	gold	figure	conversion	content-type	atmosphere	syllogism-type
すべての人間はロボットである。 すべてのロボットは機械である。	すべての人間は機械である。	All humans are robots. All robots are machines.	All humans are machines.	entailment	AAA	no	inconsistent	no	syllogism
ワニのあるものは爬虫類である。 すべての爬虫類は人間である。	ワニのあるものは人間である。	Some crocodile is reptile. All reptiles are human.	A crocodile is human.	entailment	IAI	no	inconsistent	no	syllogism
すべてのハトは鳥である。 ハトのあるものは猫である。	鳥のあるものは猫である。	All pigeons are birds. Some pigeons are cats.	Some birds are cats.	entailment	AII	no	inconsistent	no	syllogism
すべてのプードルはイヌである。 どのプードルもタバコを吸わない。	どのイヌもタバコを吸わない。	All poodles are canines. No poodles smoke.	None of the canines smoke.	neutral	AEE	yes	consistent	no	syllogism
哺乳類のあるものは手を持つ。 どの鳥も哺乳類でない。	鳥のあるものは手を持たない。	Some mammals have hands. None of the birds are mammals.	Some birds do not have hands.	neutral	IEO	no	consistent	yes	syllogism
どのロボットも人間でない。 すべての人間は生物である。	生物のあるものはロボットでない。	No robot is human. Every human being is a living organism.	A living organism is not a robot.	neutral	EAO	yes	consistent	no	syllogism
野球選手のある者はスポーツマンである。 すべてのスポーツマンは人間である。	すべての野球選手は人間である。	Some baseball player is a sportsman. All sportsmen are human beings.	All baseball players are human beings.	neutral	IAA	no	symbol	no	syllogism
すべてのトマトは植物である。 動物のあるものはトマトである。	動物のあるものは植物である。	All tomatoes are plants. Some animals are tomatos.	Some animals are plants.	entailment	AII	no	inconsistent	no	syllogism
どの人間も植物でない。 草のあるものは人間である。	草のあるものは植物でない。	No human being is a plant. Some grass is a human being.	Some grass is not a plant.	entailment	EIO	no	inconsistent	no	syllogism
学生のある者は幽霊である。 どの幽霊も人間でない。	学生のある者は人間でない。	Some student is a ghost. None of the ghosts are human.	Some students are not human.	entailment	IEO	no	inconsistent	no	syllogism
すべてのチンパンジーは霊長類である。チンパンジーのあるものは動物である。	霊長類のあるものは動物でない。	All chimpanzees are primates. Certain chimpanzees are animals.	Some primates are not animals.	neutral	AIO	no	inconsistent	yes	syllogism
どのカラスもペンギンでない。鳥のあるものはカラスである。	ペンギンのあるものは鳥でない。	No crow is a penguin. Some bird is a crow.	Some penguins are not birds.	neutral	EIO	no	inconsistent	yes	syllogism
どのパリ市民も東京都民でない。東京都民のある者は人間である。	パリ市民のある者は人間でない。	No citizen of Paris is a citizen of Tokyo. Some Tokyo citizen is a human being.	One Parisian citizen is not a human being.	neutral	EIO	no	inconsistent	yes	syllogism
どの警察官も銀行員でない。公務員のある者は銀行員でない。	警察のある者は公務員でない。	No police officer is a banker.  Some public official is not a banker.	A police officer is not a public official.	neutral	EOO	no	inconsistent	yes	syllogism
すべてのスズメは鳥である。どのカラスもスズメでない。	どの鳥もカラスでない。	Every sparrow is a bird. No crow is a sparrow.	None of the birds are crows.	neutral	AEE	yes	inconsistent	no	syllogism
すべての木は植物である。すべての植物は生物である。	すべての木は生物である。	Every tree is a plant. All plants are living beings.	All trees are living organisms.	entailment	AAA	no	consistent	no	syllogism
野球チームのあるものはプロチームである。すべてのプロチームは有名である。	野球チームのあるものは有名である。	Some baseball teams are professional teams. All professional teams are famous.	Some baseball teams are famous.	entailment	IAI	no	consistent	no	syllogism
すべてのPCはコンピュータである。PCのあるものは中国製である。	コンピュータのあるものは中国製である。	Every PC is a computer.  Some PC is made in China.	Some computers are made in China.	entailment	AII	no	consistent	no	syllogism
すべてのトランペットは楽器である。どのトランペットも弦楽器でない。	どの楽器も弦楽器でない。	Every trumpet is an instrument. No trumpet is a stringed instrument.	None of the instruments are string instruments.	neutral	AEE	yes	inconsistent	no	syllogism
日本人のある者は宇宙人である。どの火星人も日本人でない。	火星人のある者は宇宙人でない。	Some Japanese are aliens. No Martian is Japanese.	Some Martians are not aliens.	neutral	IEO	no	inconsistent	yes	syllogism
どのマグロもサメでない。サメのあるものは魚類である。	マグロのあるものは魚類でない。	No tuna is a shark. Some shark is a fish.	Some tuna is not a fish.	neutral	EIO	no	inconsistent	yes	syllogism
人間のある者は哺乳類である。すべての哺乳類は馬である。	すべての人間は馬である。	Some humans are mammals. All mammals are horses.	All humans are horses.	neutral	IAA	no	inconsistent	no	syllogism
すべての店員は親切である。女性のある者は店員である。	女性のある者は親切である。	All shopkeepers are kind. Some women are shopkeepers.	Some women are kind.	entailment	AII	no	inconsistent	no	syllogism
どの女性も男性でない。学生のある者は女性である。	学生のある者は男性でない。	None of the women are men. Some students are women.	Some students are not male.	entailment	EIO	no	consistent	no	syllogism
人間のある者は哺乳類である。どの哺乳類もワニでない。	人間のある者はワニでない。	Some humans are mammals. No mammal is a crocodile.	Some humans are not crocodiles.	entailment	IEO	no	consistent	no	syllogism
ある東大生は学生である。すべての東大生は人間である。	ある学生は人間である。	Some Todai students are students. All Todai students are human beings.	Some students are human.	entailment	IAI	no	consistent	no	syllogism
ある太鼓は打楽器である。すべての太鼓は楽器である。	ある打楽器は楽器である。	Some drums are percussion instruments. Every drum is a musical instrument.	Certain percussion instruments are musical instruments.	entailment	IAI	no	consistent	no	syllogism
すべてのカブトムシは昆虫である。ある生物はカブトムシである。	ある昆虫は生物である。	All beetles are insects. Some creatures are beetles.	Some insects are creatures.	entailment	AII	no	consistent	no	syllogism
すべてのビールは酒である。ある飲み物はビールである。	ある酒は飲み物である。	All beer is liquor. Some drinks are beer.	Some liquor is a drink.	entailment	AII	no	consistent	no	syllogism
すべての男性は動物である。ある男性は人間である。	ある人間は動物である。	All men are animals. Some men are human beings.	Some humans are animals.	entailment	AII	no	consistent	no	syllogism
すべてのお菓子は甘い。あるお菓子はケーキである。	あるケーキは甘い。	All sweets are sweet. Some sweets are cakes.	Some cakes are sweet.	entailment	AII	no	consistent	no	syllogism
ある動物は人間である。すべての動物はトマトである。	ある人間はトマトである。	Some animals are human beings. All animals are tomatoes.	Some humans are tomatoes.	entailment	IAI	no	inconsistent	no	syllogism
すべての店員は男性である。ある女性は店員である。	ある女性は男性である。	All shopkeepers are male. Some women are shopkeepers.	Some women are men.	entailment	AII	no	inconsistent	no	syllogism
すべての金属は液体である。ある金属は石である。	ある石は液体である。	All metals are liquids. Some metals are stones.	Some stones are liquid.	entailment	AII	no	inconsistent	no	syllogism
ある金属は水である。すべての鉄は金属である。	ある鉄は水である。	Some metals are water. All iron is metal.	Some iron is water.	neutral	IAI	yes	inconsistent	yes	syllogism
すべての人間は動物である。あるロボットは動物である。	ある人間はロボットである。	All humans are animals. Some robots are animals.	Some humans are robots.	neutral	AII	yes	inconsistent	yes	syllogism
ある液体は食塩水である。ある金属は液体である。	ある金属は食塩水である。	Some liquid is salt water. A metal is a liquid.	Some metal is salt warter.	neutral	III	no	inconsistent	yes	syllogism
あるイヌはペットである。あるペットは賢い。	あるイヌは賢い。	Some canines are pets. Some pets are smart.	Some canines are smart.	neutral	III	no	consistent	yes	syllogism
ある10円玉は金属である。すべての銅は金属である。	ある銅は10円玉である。	A certain ten-yen coin is a metal. All copper is metal.	One copper is a ten-yen coin.	neutral	IAI	yes	consistent	yes	syllogism
すべてのロボットは機械である。ある機械は壊れる。	あるロボットは壊れる。	All robots are machines. Some machines break.	Some robots break.	neutral	AII	yes	consistent	yes	syllogism
ある警察官は男性である。すべての警察官は公務員である。	ある男性は公務員である。	Some police officers are men. All police officers are civil servants.	One man is a civil servant.	entailment	IAI	no	consistent	no	syllogism
ある野菜はトマトである。すべての野菜は植物である。	ある植物はトマトである。	Some vegetables are tomatoes. All vegetables are plants.	One plant is a tomato.	entailment	IAI	no	consistent	no	syllogism
すべての女性は人間である。ある女性は教員である。	ある人間は教員である。	Every woman is a human being. Some women are teachers.	One human being is a teacher.	entailment	AII	no	consistent	no	syllogism
すべての木は植物である。すべての植物は生物である。	ある木は生物である。	Every tree is a plant. All plants are living organisms.	Some trees are living organisms.	entailment	AAI	no	consistent	no	syllogism
すべての悪人は人間である。すべての泥棒は悪人である。	ある泥棒は人間である。	Every wicked man is a man. Every thief is a wicked man.	Some thieves are human.	entailment	AAI	no	consistent	no	syllogism
ある木は植物である。すべての植物は生物である。	ある木は植物でない。	Some tree is a plant. Every plant is a living thing.	Some trees are not plants.	neutral	IAO	no	inconsistent	yes	syllogism
ある動物は死ぬ。すべての生物は死ぬ。	ある動物は生物でない。	Some animals die. All living things die.	Some animals are not living things.	neutral	IAO	no	inconsistent	yes	syllogism
すべての魚は動物である。すべてのマグロは魚である。	あるマグロは動物である。	All fish are animals. All tuna are fish.	A certain tuna is an animal.	entailment	AAI	no	consistent	no	syllogism
ある警察官は公務員である。すべての公務員は人間である。	ある警察官は人間でない。	Some police officers are public servants. All public servants are human beings.	Certain police officers are not human.	neutral	IAO	no	inconsistent	yes	syllogism
すべてのチンパンジーは動物である。チンパンジーのあるものは霊長類である。	動物のあるものは霊長類でない。	All chimpanzees are animals. Certain chimpanzees are primates.	Some animals are not primates.	neutral	AIO	no	consistent	yes	syllogism
どの学生も馬でない。人間のある者は学生である。	馬のあるものは人間でない。	No student is a horse. Some human being is a student.	Some horse is not a human being.	neutral	EIO	no	consistent	yes	syllogism
すべてのスズメは鳥である。どの石もスズメでない。	どの鳥も石でない。	Every sparrow is a bird. No stone is a sparrow.	No bird is a stone.	neutral	AIE	yes	consistent	no	syllogism
すべてのチンパンジーは霊長類である。チンパンジーのあるものは動物である。	霊長類のあるものは動物でない。	All chimpanzees are primates. Certain chimpanzees are animals.	Some primates are not animals.	neutral	AIO	no	inconsistent	yes	syllogism
どのカラスもペンギンでない。鳥のあるものはカラスである。	ペンギンのあるものは鳥でない。	No crow is a penguin. Some bird is a crow.	Some penguin is not a bird.	neutral	EIO	no	inconsistent	yes	syllogism
すべてのスズメは鳥である。どのカラスもスズメでない。	どの鳥もカラスでない。	Every sparrow is a bird. No crow is a sparrow.	None of the birds are crows.	neutral	AEE	yes	inconsistent	no	syllogism
すべてのBはAである。すべてのBはCである。	すべてのAはCである。	All B are A. All B are C.	All A are C.	neutral	AAA	yes	symbol	no	syllogism
すべてのAはBである。すべてのCはBである。	すべてのAはCである。	All A are B. All C are B.	All A are C.	neutral	AAA	yes	symbol	no	syllogism
すべてのBはAである。すべてのCはBである。	すべてのAはCである。	All B are A. All C are B.	All A are C.	neutral	AAA	yes	symbol	no	syllogism
すべてのBはAである。あるCはBでない。	あるCはAでない。	All B are A. Some C are not B.	Some C are not A.	neutral	AOO	yes	symbol	yes	syllogism
すべてのAはBである。あるBはCでない。	あるCはAでない。	All A are B. Some B are not C.	Some C are not A.	neutral	AOO	yes	symbol	yes	syllogism
すべてのBはAである。あるBはCでない。	あるCはAでない。	All B are A. Some B are not C.	Some C are not A.	neutral	AOO	yes	symbol	yes	syllogism
あるBはAでない。すべてのAはCである	あるCはBでない。	Some B are not A. All A are C.	Some C are not B.	neutral	OAO	yes	symbol	yes	syllogism
あるAはBでない。すべてのCはAである。	あるCはBでない。	Some A are not B. All C are A.	Some C are not B.	neutral	OAO	yes	symbol	yes	syllogism
あるBはAでない。すべてのCはAである。	あるCはBでない。	Some B are not A. All C are A.	Some C are not B.	neutral	OAO	yes	symbol	yes	syllogism
すべての動物はチンパンジーである。ある霊長類は動物でない。	ある霊長類はチンパンジーでない。	All animals are chimpanzees. Some primates are not animals.	Some primates are not chimpanzees.	neutral	AOO	yes	inconsistent	yes	syllogism
すべてのチンパンジーは動物である。ある動物は霊長類でない。	ある霊長類はチンパンジーでない。	All chimpanzees are animals. Some animals are not primates.	Some primates are not chimpanzees.	neutral	AOO	yes	consistent	yes	syllogism
すべての動物はチンパンジーである。ある動物は霊長類でない。	ある霊長類はチンパンジーでない。	All animals are chimpanzees. Some animals are not primates.	Some primates are not chimpanzees.	neutral	AOO	yes	inconsistent	yes	syllogism
ある昆虫は人間でない。すべての人間は男性である。	ある男性は昆虫でない。	Some insects are not humans. All humans are males.	Some males are not insects.	neutral	OAO	yes	inconsistent	yes	syllogism
ある人間は昆虫でない。すべての男性は人間である。	ある男性は昆虫でない。	Some humans are not insects. All males are humans.	Some males are not insects.	neutral	OAO	yes	inconsistent	yes	syllogism
ある昆虫は人間でない。すべての男性は人間である。	ある男性は昆虫でない。	Some insects are not humans. All males are humans.	Some males are not insects.	neutral	OAO	yes	inconsistent	yes	syllogism
すべての鳥はスズメである。すべての鳥は石である。	すべてのすずめは石である。	All birds are sparrows. All birds are stones.	All sparrows are stones.	neutral	AAA	yes	inconsistent	no	syllogism
すべてのすずめは鳥である。すべての石は鳥である。	すべてのすずめは石である。	All sparrows are birds. All stones are birds.	All sparrows are stones.	neutral	AAA	yes	inconsistent	no	syllogism
すべての鳥はスズメである。すべての石は鳥である。	すべてのすずめは石である。	All birds are sparrows. All stones are birds.	All sparrows are stones.	neutral	AAA	yes	inconsistent	no	syllogism
すべての馬は生徒である。すべての馬は人間である。	すべての学生は人間である。	All horses are students. All horses are humans.	All students are humans.	neutral	AAA	yes	inconsistent	no	syllogism
すべての学生は馬である。すべての人間は馬である。	すべての学生は人間である。	All students are horses. All humans are horses.	All students are humans.	neutral	AAA	yes	inconsistent	no	syllogism
すべての馬は生徒である。すべての人間は馬である。	すべての学生は人間である。	All horses are students. All humans are horses.	All students are humans.	neutral	AAA	yes	inconsistent	no	syllogism
すべてのロボットは人間である。ある機械はロボットでない。	ある機械は人間でない。	All robots are humans. Some machines are not robots.	Some machines are not humans.	neutral	AOO	yes	inconsistent	yes	syllogism
すべての人間はロボットである。あるロボットは機械でない。	ある機械は人間でない。	All humans are robots. Some robots are not machines.	Some machines are not humans.	neutral	AOO	yes	inconsistent	yes	syllogism
すべてのロボットは人間である。あるロボットは機械でない。	ある機械は人間でない。	All robots are humans. Some robots are not machines.	Some machines are not humans.	neutral	AOO	yes	inconsistent	yes	syllogism
すべての爬虫類はワニである。すべての爬虫類は人間である。	すべてのワニは人間である。	All reptiles are crocodiles. All reptiles are humans.	All crocodiles are humans.	neutral	AAA	yes	inconsistent	no	syllogism
すべてのワニは爬虫類である。すべての人間は爬虫類である。	すべてのワニは人間である。	All crocodiles are reptiles. All humans are reptiles.	All crocodiles are humans.	neutral	AAA	yes	inconsistent	no	syllogism
すべての爬虫類はワニである。すべての人間は爬虫類である。	すべてのワニは人間である。	All reptiles are crocodiles. All humans are reptiles.	All crocodiles are humans.	neutral	AAA	yes	inconsistent	no	syllogism
すべての鳥は鳩である。ある猫は鳥でない。	ある猫は鳩でない。	All birds are pigeons. Some cats are not birds.	Some cats are not pigeons.	neutral	AOO	yes	inconsistent	yes	syllogism
すべての鳩は鳥である。ある鳥は猫でない。	ある猫は鳩でない。	All pigeons are birds. Some birds are not cats.	Some cats are not pigeons.	neutral	AOO	yes	consistent	yes	syllogism
すべての鳥は鳩である。ある鳥は猫でない。	ある猫は鳩でない。	All birds are pigeons. Some birds are not cats.	Some cats are not pigeons.	neutral	AOO	yes	inconsistent	yes	syllogism
ある人間はロボットでない。すべてのロボットは生き物である。	ある生物は人間でない。	Some humans are not robots. All robots are living organisms.	Some living organisms are not humans.	neutral	OAO	yes	inconsistent	yes	syllogism
あるロボットは人間でない。すべての生物はロボットである。	ある生物は人間でない。	Some robots are not humans. All living organisms are robots.	Some living organisms are not humans.	neutral	OAO	yes	inconsistent	yes	syllogism
ある人間はロボットでない。すべての生物はロボットである。	ある生物は人間でない。	Some humans are not robots. All living organisms are robots.	Some living organisms are not humans.	neutral	OAO	yes	inconsistent	yes	syllogism
すべてのスポーツ選手は野球選手である。すべてのスポーツ選手は人間である。	すべての野球選手は人間である。	All sportsmen are baseball players. All sportsmen are humans.	All baseball players are humans.	neutral	AAA	yes	inconsistent	no	syllogism
すべての野球選手はスポーツマンである。すべての人間はスポーツマンである。	すべての野球選手は人間である。	All baseball players are sportsmen. All humans are sportsmen.	All baseball players are humans.	neutral	AAA	yes	inconsistent	no	syllogism
すべてのスポーツ選手は野球選手である。すべての人間はスポーツ選手である。	すべての野球選手は人間である。	All sportsmen are baseball players. All humans are sportsmen.	All baseball players are humans.	neutral	AAA	yes	inconsistent	no	syllogism
すべての植物はトマトである。ある動物は植物でない。	ある動物はトマトでない。	All plants are tomatos. Some animals are not plants.	Some animals are not tomatos.	neutral	AOO	yes	inconsistent	yes	syllogism
すべてのトマトは植物である。ある植物は動物でない。	ある動物はトマトでない。	All tomatos are plants. Some plants are not animals.	Some animals are not tomatos.	neutral	AOO	yes	consistent	yes	syllogism
すべての植物はトマトである。ある植物は動物でない。	ある動物はトマトでない。	All plants are tomatos. Some plants are not animals.	Some animals are not tomatos.	neutral	AOO	yes	inconsistent	yes	syllogism
ある幽霊は生徒でない。すべての生徒は人間である。	ある人間は幽霊でない。	Some ghosts are not students. All students are humans.	Some humans are not ghosts.	neutral	OAO	yes	consistent	yes	syllogism
ある生徒は幽霊でない。すべての人間は生徒である	ある人間は幽霊でない。	Some students are not ghosts. All humans are students.	Some humans are not ghosts.	neutral	OAO	yes	inconsistent	yes	syllogism
ある幽霊は生徒でない。すべての人間は生徒である。	ある人間は幽霊でない。	Some ghosts are not students. All humans are students.	Some humans are not ghosts.	neutral	OAO	yes	inconsistent	yes	syllogism
すべての銀行家は警察官である。すべての銀行家は公務員である。	すべての警察官は公務員である。	All bankers are police officers. All bankers are public officials.	All police officers are public officials.	neutral	AAA	yes	inconsistent	no	syllogism
すべての警察官は銀行家である。すべての公務員は銀行家である。	すべての警察官は公務員である。	All police officers are bankers. All public officials are bankers.	All police officers are public officials.	neutral	AAA	yes	inconsistent	no	syllogism
すべての銀行家は警察官である。すべての公務員は銀行家である。	すべての警察官は公務員である。	All bankers are police officers. All public officials are bankers.	All police officers are public officials.	neutral	AAA	yes	inconsistent	no	syllogism
すべてのサメはマグロである。ある魚はサメでない。	ある魚はマグロでない。	All sharks are tunas. Some fishies are not sharks.	Some fishies are not tunas.	neutral	AOO	yes	inconsistent	yes	syllogism
すべてのマグロはサメである。あるサメは魚でない。	ある魚はマグロでない。	All tunas are sharks. Some sharks are not fishies.	Some fishies are not tunas.	neutral	AOO	yes	inconsistent	yes	syllogism
すべてのサメはマグロである。あるサメは魚でない。	ある魚はマグロでない。	All sharks are tunas. Some sharks are not fishies.	Some fishies are not tunas.	neutral	AOO	yes	inconsistent	yes	syllogism
いくつかの哺乳類は人間でない。すべての人間は馬である。	ある馬は哺乳類でない。	Some mammals are not humans. All humans are horses.	Some horses are not mammals.	neutral	OAO	yes	inconsistent	yes	syllogism
ある人間は哺乳類でない。すべての馬は人間である。	ある馬は哺乳類でない。	Some humans are not mammals. All horses are humans.	Some horses are not mammals.	neutral	OAO	yes	inconsistent	yes	syllogism
ある哺乳類は人間でない。すべての馬は人間である。	ある馬は哺乳類でない。	Some mammals are not humans. All horses are humans.	Some horses are not mammals.	neutral	OAO	yes	inconsistent	yes	syllogism
