ID	ORIGINAL_ID	premises_ja	hypothesis_ja	premises_en	hypothesis_en	gold	mood	inference-type	content-type	conversion	atmosphere
349	425	このクラブのどの会員もトシの友人でない。  タロウのある友人はこのクラブの会員である。	タロウのある友人はトシの友人である。	No members of this club are friends with Toshi. One of Taro's friends is a member of this club.	Some friend of Taro is a friend of Toshi.	neutral	EII	syllogism	congruent	no	yes
350	426	このクラブのどの会員もトシの友人でない。  タロウのある友人はこのクラブの会員である。	タロウのどの友人もトシの友人でない。	No members of this club are friends with Toshi. One of Taro's friends is a member of this club.	None of Taro's friends are friends of Toshi.	neutral	EIE	syllogism	congruent	no	no
351	427	このクラブのどの会員もトシの友人でない。  タロウのある友人はこのクラブの会員である。	タロウのある友人はトシの友人でない。	No members of this club are friends with Toshi. One of Taro's friends is a member of this club.	Some of Taro's friends is not Toshi's friend.	entailment	EIO	syllogism	congruent	no	no
352	428	タロウのどの友人もこのクラブの会員でない。  トシのある友人はこのクラブの会員である。	トシのすべての友人はタロウの友人である。	None of Taro's friends are members of this club. Some of Toshi's friends are members of this club.	All of Toshi's friends are friends of Taro.	contradiction	EIA	syllogism	congruent	no	no
353	429	タロウのどの友人もこのクラブの会員でない。  トシのある友人はこのクラブの会員である。	トシのある友人はタロウの友人でない。	None of Taro's friends are members of this club. Some of Toshi's friends are members of this club.	Some of Toshi's friends are not Taro's friend.	entailment	EIO	syllogism	congruent	no	no
354	430	タロウのどの友人もこのクラブの会員でない。  トシのある友人はこのクラブの会員である。	トシのある友人はタロウの友人である。	None of Taro's friends are members of this club. Some of Toshi's friends are members of this club.	Some of Toshi's friends is Taro's friend.	neutral	EII	syllogism	congruent	no	yes
355	431	タロウのどの友人もこのクラブの会員でない。  トシのある友人はこのクラブの会員である。	トシのどの友人もタロウの友人でない。	None of Taro's friends are members of this club. Some of Toshi's friends are members of this club.	None of Toshi's friends are Taro's friends.	neutral	EIE	syllogism	congruent	no	no
356	432	この箱の中のすべての指輪はユキの指輪である。  どの金の指輪もユキの指輪でない。	この箱の中のすべての指輪は金の指輪である。	All the rings in this box are Yuki's rings. No gold rings are Yuki's.	All the rings inside this box are gold rings.	contradiction	AEA	syllogism	congruent	no	no
357	433	この箱の中のすべての指輪はユキの指輪である。  どの金の指輪もユキの指輪でない。	この箱の中のある指輪は金の指輪である。	All the rings in this box are Yuki's rings. No gold rings are Yuki's.	Some ring inside this box is a gold ring.	contradiction	AEI	syllogism	congruent	no	no
358	434	この箱の中のすべての指輪はユキの指輪である。  どの金の指輪もユキの指輪でない。	この箱の中のどの指輪も金の指輪でない。	All the rings in this box are Yuki's rings. No gold rings are Yuki's.	No rings in this box are gold rings.	entailment	AEE	syllogism	congruent	no	no
359	435	この箱の中のすべての指輪はユキの指輪である。  どの金の指輪もユキの指輪でない。	この箱の中のある指輪は金の指輪でない。	All the rings in this box are Yuki's rings. No gold rings are Yuki's.	Some ring inside this box is not a gold ring.	entailment	AEO	syllogism	congruent	no	no
360	436	このクラブのある会員はトシの友人である。  タロウのどの友人もこのクラブの会員でない。	トシのすべての友人はタロウの友人である。	A member of this club is a friend of Toshi.  None of Taro's friends are members of this club.	All of Toshi's friends are friends of Taro.	contradiction	IEA	syllogism	congruent	no	no
361	437	このクラブのある会員はトシの友人である。  タロウのどの友人もこのクラブの会員でない。	トシのある友人はタロウの友人でない。	A member of this club is a friend of Toshi.  None of Taro's friends are members of this club.	Some of Toshi's friend is not Taro's friend.	entailment	IEO	syllogism	congruent	no	no
362	438	このクラブのある会員はトシの友人である。  タロウのどの友人もこのクラブの会員でない。	トシのある友人はタロウの友人である。	A member of this club is a friend of Toshi.  None of Taro's friends are members of this club.	Some of Toshi's friends is Taro's friend.	neutral	IEI	syllogism	congruent	no	yes
363	439	このクラブのある会員はトシの友人である。  タロウのどの友人もこのクラブの会員でない。	トシのどの友人もタロウの友人でない。	A member of this club is a friend of Toshi.  None of Taro's friends are members of this club.	None of Toshi's friends are Taro's friends.	neutral	IEE	syllogism	congruent	no	no
364	440	ユキのどの指輪も金の指輪でない。  ユキのある指輪はこの箱の中の指輪である。	この箱の中のすべての指輪は金の指輪である。	None of Yuki's rings are gold rings. One of Yuki's rings is a ring inside this box.	All the rings inside this box are gold rings.	contradiction	EIA	syllogism	congruent	no	no
365	441	ユキのどの指輪も金の指輪でない。  ユキのある指輪はこの箱の中の指輪である。	この箱の中のある指輪は金の指輪でない。	None of Yuki's rings are gold rings. One of Yuki's rings is a ring inside this box.	Some ring inside this box is not a gold ring.	entailment	EIO	syllogism	congruent	no	no
366	442	ユキのどの指輪も金の指輪でない。  ユキのある指輪はこの箱の中の指輪である。	この箱の中のある指輪は金の指輪である。	None of Yuki's rings are gold rings. One of Yuki's rings is a ring inside this box.	Some ring inside this box is a gold ring.	neutral	EII	syllogism	congruent	no	yes
367	443	ユキのどの指輪も金の指輪でない。  ユキのある指輪はこの箱の中の指輪である。	この箱の中のどの指輪も金の指輪でない。	None of Yuki's rings are gold rings. One of Yuki's rings is a ring inside this box.	No rings in this box are gold rings.	neutral	EIE	syllogism	congruent	no	no
368	444	ユキのすべての指輪はこの箱の中の指輪である。  ある金の指輪はユキの指輪である。	この箱の中のある指輪は金の指輪でない。	All of Yuki's rings are in this box. A certain gold ring is Yuki's ring.	Some ring inside this box is not a gold ring.	neutral	AIO	syllogism	congruent	no	yes
369	445	ユキのすべての指輪はこの箱の中の指輪である。  ある金の指輪はユキの指輪である。	この箱の中のすべての指輪は金の指輪である。	All of Yuki's rings are in this box. A certain gold ring is Yuki's ring.	All the rings inside this box are gold rings.	neutral	AIA	syllogism	congruent	no	no
370	446	ユキのすべての指輪はこの箱の中の指輪である。  ある金の指輪はユキの指輪である。	この箱の中のある指輪は金の指輪である。	All of Yuki's rings are in this box. A certain gold ring is Yuki's ring.	Some ring inside this box is a gold ring.	entailment	AII	syllogism	congruent	no	no
371	447	ユキのすべての指輪はこの箱の中の指輪である。  ある金の指輪はユキの指輪である。	この箱の中のどの指輪も金の指輪でない。	All of Yuki's rings are in this box. A certain gold ring is Yuki's ring.	No rings in this box are gold rings.	contradiction	AIE	syllogism	congruent	no	no
372	448	このクラブのある会員はタロウの友人である。  このクラブのすべての会員はトシの友人である。	タロウのすべての友人はトシの友人である。	One member of this club is Taro's friend. All members of this club are Toshi's friends.	All of Taro's friends are Toshi's friends.	neutral	IAA	syllogism	congruent	no	no
373	449	このクラブのある会員はタロウの友人である。  このクラブのすべての会員はトシの友人である。	タロウのある友人はトシの友人でない。	One member of this club is Taro's friend. All members of this club are Toshi's friends.	Some of Taro's friends is not Toshi's friend.	neutral	IAO	syllogism	congruent	no	yes
374	450	このクラブのある会員はタロウの友人である。  このクラブのすべての会員はトシの友人である。	タロウのどの友人もトシの友人でない。	One member of this club is Taro's friend. All members of this club are Toshi's friends.	None of Taro's friends are friends of Toshi.	contradiction	IAE	syllogism	congruent	no	no
375	451	このクラブのある会員はタロウの友人である。  このクラブのすべての会員はトシの友人である。	タロウのある友人はトシの友人である。	One member of this club is Taro's friend. All members of this club are Toshi's friends.	A friend of Taro is a friend of Toshi.	entailment	IAI	syllogism	congruent	no	no
376	452	このクラブのどの会員もタロウの友人でない。  トシのすべての友人はこのクラブの会員である。	タロウのどの友人もトシの友人でない。	No member of this club is a friend of Taro.  All of Toshi's friends are members of this club.	None of Taro's friends are friends of Toshi.	entailment	EAE	syllogism	congruent	no	no
377	453	このクラブのどの会員もタロウの友人でない。  トシのすべての友人はこのクラブの会員である。	タロウのすべての友人はトシの友人である。	No member of this club is a friend of Taro.  All of Toshi's friends are members of this club.	All of Taro's friends are Toshi's friends.	contradiction	EAA	syllogism	congruent	no	no
378	454	このクラブのどの会員もタロウの友人でない。  トシのすべての友人はこのクラブの会員である。	タロウのある友人はトシの友人である。	No member of this club is a friend of Taro.  All of Toshi's friends are members of this club.	A friend of Taro is a friend of Toshi.	contradiction	EAI	syllogism	congruent	no	no
379	455	このクラブのどの会員もタロウの友人でない。  トシのすべての友人はこのクラブの会員である。	タロウのある友人はトシの友人でない。	No member of this club is a friend of Taro.  All of Toshi's friends are members of this club.	Some friend of Taro's is not Toshi's friend.	entailment	EAO	syllogism	congruent	no	no
380	456	このクラブのすべての会員はタロウの友人である。  トシのすべての友人はこのクラブの会員である。	トシのある友人はタロウの友人である。	All members of this club are friends of Taro. All friends of Toshi are members of this club.	Some of Toshi's friends is Taro's friend.	entailment	AAI	syllogism	congruent	no	no
381	457	このクラブのすべての会員はタロウの友人である。  トシのすべての友人はこのクラブの会員である。	トシのどの友人もタロウの友人でない。	All members of this club are friends of Taro. All friends of Toshi are members of this club.	None of Toshi's friends are Taro's friends.	contradiction	AAE	syllogism	congruent	no	no
382	458	このクラブのすべての会員はタロウの友人である。  トシのすべての友人はこのクラブの会員である。	トシのある友人はタロウの友人でない。	All members of this club are friends of Taro. All friends of Toshi are members of this club.	Some of Toshi's friends is not Taro's friend.	contradiction	AAO	syllogism	congruent	no	no
383	459	このクラブのすべての会員はタロウの友人である。  トシのすべての友人はこのクラブの会員である。	トシのすべての友人はタロウの友人である。	All members of this club are friends of Taro. All friends of Toshi are members of this club.	All of Toshi's friends are friends of Taro.	entailment	AAA	syllogism	congruent	no	no
384	460	このクラブのすべての会員はタロウの友人である。  トシのある友人はこのクラブの会員である。	トシのすべての友人はタロウの友人である。	All members of this club are friends of Taro.  A friend of Toshi is a member of this club.	All of Toshi's friends are friends of Taro.	neutral	AIA	syllogism	congruent	no	no
385	461	このクラブのすべての会員はタロウの友人である。  トシのある友人はこのクラブの会員である。	トシのどの友人もタロウの友人でない。	All members of this club are friends of Taro.  A friend of Toshi is a member of this club.	None of Toshi's friends are Taro's friends.	contradiction	AIE	syllogism	congruent	no	no
386	462	このクラブのすべての会員はタロウの友人である。  トシのある友人はこのクラブの会員である。	トシのある友人はタロウの友人である。	All members of this club are friends of Taro.  A friend of Toshi is a member of this club.	A friend of Toshi is Taro's friend.	entailment	AII	syllogism	congruent	no	no
387	463	このクラブのすべての会員はタロウの友人である。  トシのある友人はこのクラブの会員である。	トシのある友人はタロウの友人でない。	All members of this club are friends of Taro.  A friend of Toshi is a member of this club.	A friend of Toshi is not Taro's friend.	neutral	AIO	syllogism	congruent	no	yes
388	464	あるペットはネコである。  すべてのネコは哺乳類である。	あるペットは哺乳類でない。	A certain pet is a cat.  All cats are mammals.	A certain pet is not a mammal.	neutral	IAO	syllogism	congruent	no	yes
389	465	あるペットはネコである。  すべてのネコは哺乳類である。	どのペットも哺乳類でない。	A certain pet is a cat.  All cats are mammals.	No pet is a mammal.	contradiction	IAE	syllogism	incongruent	no	no
390	466	あるペットはネコである。  すべてのネコは哺乳類である。	あるペットは哺乳類である。	A certain pet is a cat.  All cats are mammals.	A certain pet is a mammal.	entailment	IAI	syllogism	congruent	no	no
391	467	あるペットはネコである。  すべてのネコは哺乳類である。	すべてのペットは哺乳類である。	A certain pet is a cat.  All cats are mammals.	All pets are mammals.	neutral	IAA	syllogism	incongruent	no	no
392	468	すべてのネコは哺乳類である。  すべての哺乳類は生物である。	どのネコも生物でない。	All cats are mammals.  All mammals are living things.	No cat is not a living thing.	contradiction	AAE	syllogism	incongruent	no	no
393	469	すべてのネコは哺乳類である。  すべての哺乳類は生物である。	あるネコは生物である。	All cats are mammals.  All mammals are living things.	A certain cat is a living thing.	entailment	AAI	syllogism	congruent	no	no
394	470	すべてのネコは哺乳類である。  すべての哺乳類は生物である。	あるネコは生物でない。	All cats are mammals.  All mammals are living things.	A certain cat is not a living thing.	contradiction	AAO	syllogism	incongruent	no	no
395	471	すべてのネコは哺乳類である。  すべての哺乳類は生物である。	すべてのネコは生物である。	All cats are mammals.  All mammals are living things.	All cats are living things.	entailment	AAA	syllogism	congruent	no	no
396	476	ある生物は動物でない。  すべての人間は動物である。	すべての生物は人間である。	Some living things are not animals. All humans are animals.	All living things are human.	contradiction	OAA	syllogism	incongruent	no	no
397	477	ある生物は動物でない。  すべての人間は動物である。	ある生物は人間である。	Some living things are not animals. All humans are animals.	A certain living thing is a human.	neutral	OAI	syllogism	congruent	no	yes
398	478	ある生物は動物でない。  すべての人間は動物である。	どの生物も人間でない。	Some living things are not animals. All humans are animals.	No living thing is human.	neutral	OAE	syllogism	incongruent	no	yes
399	479	ある生物は動物でない。  すべての人間は動物である。	ある生物は人間でない。	Some living things are not animals. All humans are animals.	There is a living thing that is not human.	entailment	OAO	syllogism	congruent	no	no
400	480	ある鳥は渡り鳥である。  どの渡り鳥もオウムでない。	どの鳥もオウムでない。	A certain bird is a migratory bird. No migratory bird is a parrot.	No bird is a parrot.	neutral	IEE	syllogism	incongruent	no	no
401	481	ある鳥は渡り鳥である。  どの渡り鳥もオウムでない。	すべての鳥はオウムである。	A certain bird is a migratory bird. No migratory bird is a parrot.	All birds are parrots.	contradiction	IEA	syllogism	incongruent	no	no
402	482	ある鳥は渡り鳥である。  どの渡り鳥もオウムでない。	ある鳥はオウムである。	A certain bird is a migratory bird. No migratory bird is a parrot.	A certain bird is a parrot.	neutral	IEI	syllogism	congruent	no	yes
403	483	ある鳥は渡り鳥である。  どの渡り鳥もオウムでない。	ある鳥はオウムでない。	A certain bird is a migratory bird. No migratory bird is a parrot.	A certain bird is not a parrot.	entailment	IEO	syllogism	congruent	no	no
404	484	すべての料理人は人間である。  ある料理人はロシア人である。	すべての人間はロシア人である。	All chefs are human.  A certain chef is Russian.	All humans are Russian.	neutral	AIA	syllogism	incongruent	no	no
405	485	すべての料理人は人間である。  ある料理人はロシア人である。	どの人間もロシア人でない。	All chefs are human.  A certain chef is Russian.	No one is Russian.	contradiction	AIE	syllogism	incongruent	no	no
406	486	すべての料理人は人間である。  ある料理人はロシア人である。	ある人間はロシア人である。	All chefs are human.  A certain chef is Russian.	A certain person is Russian.	entailment	AII	syllogism	congruent	no	no
407	487	すべての料理人は人間である。  ある料理人はロシア人である。	ある人間はロシア人でない。	All chefs are human.  A certain chef is Russian.	A certain person is not Russian.	neutral	AIO	syllogism	congruent	no	yes
408	488	すべての動物は生物である。  ある動物は牛でない。	ある生物は牛でない。	All animals are living things. Some animals are not cows.	A certain living thing is not a cow.	entailment	AOO	syllogism	congruent	no	no
409	489	すべての動物は生物である。  ある動物は牛でない。	すべての生物は牛である。	All animals are living things. Some animals are not cows.	All living things are cows.	contradiction	AOA	syllogism	incongruent	no	no
410	490	すべての動物は生物である。  ある動物は牛でない。	ある生物は牛である。	All animals are living things. Some animals are not cows.	A certain living thing is a cow.	neutral	AOI	syllogism	congruent	no	yes
411	491	すべての動物は生物である。  ある動物は牛でない。	どの生物も牛でない。	All animals are living things. Some animals are not cows.	No living thing is a cow.	neutral	AOE	syllogism	incongruent	no	yes
412	492	すべてのウサギは草食動物である。  ある哺乳類は草食動物でない。	すべての哺乳類はウサギである。	All rabbits are herbivores.  Some mammals are not herbivores.	All mammals are rabbits.	contradiction	AOA	syllogism	incongruent	no	no
413	493	すべてのウサギは草食動物である。  ある哺乳類は草食動物でない。	ある哺乳類はウサギでない。	All rabbits are herbivores.  Some mammals are not herbivores.	A certain mammal is not a rabbit.	entailment	AOO	syllogism	congruent	no	no
414	494	すべてのウサギは草食動物である。  ある哺乳類は草食動物でない。	ある哺乳類はウサギである。	All rabbits are herbivores.  Some mammals are not herbivores.	One mammal is a rabbit.	neutral	AOO	syllogism	congruent	no	yes
415	495	すべてのウサギは草食動物である。  ある哺乳類は草食動物でない。	どの哺乳類もウサギでない。	All rabbits are herbivores.  Some mammals are not herbivores.	No mammal is a rabbit.	neutral	AOE	syllogism	incongruent	no	yes
416	496	すべてのマグロは魚である。  どの魚も哺乳類でない。	あるマグロは哺乳類である。	All tuna are fish. No fish is a mammal.	A certain tuna is a mammal.	contradiction	AEI	syllogism	incongruent	no	no
417	497	すべてのマグロは魚である。  どの魚も哺乳類でない。	あるマグロは哺乳類でない。	All tuna are fish. No fish is a mammal.	A certain tuna is not a mammal.	entailment	AEO	syllogism	congruent	no	no
418	498	すべてのマグロは魚である。  どの魚も哺乳類でない。	どのマグロも哺乳類でない。	All tuna are fish. No fish is a mammal.	No tuna is a mammal.	entailment	AEE	syllogism	congruent	no	no
419	499	すべてのマグロは魚である。  どの魚も哺乳類でない。	すべてのマグロは哺乳類である。	All tuna are fish. No fish is a mammal.	All tuna are mammals.	contradiction	AEA	syllogism	incongruent	no	no
420	500	ある哺乳類は牛である。  どの犬も牛でない。	ある哺乳類は犬でない。	There is a mammal that is a cow. No dog is a cow.	A certain mammal is not a dog.	entailment	IEO	syllogism	congruent	no	no
421	501	ある哺乳類は牛である。  どの犬も牛でない。	すべての哺乳類は犬である。	There is a mammal that is a cow. No dog is a cow.	All mammals are dogs.	contradiction	IEA	syllogism	incongruent	no	no
422	502	ある哺乳類は牛である。  どの犬も牛でない。	ある哺乳類は犬である。	There is a mammal that is a cow. No dog is a cow.	A certain mammal is a dog.	neutral	IEI	syllogism	congruent	no	yes
423	503	ある哺乳類は牛である。  どの犬も牛でない。	どの哺乳類も犬でない。	There is a mammal that is a cow. No dog is a cow.	No mammal is a dog.	neutral	IEE	syllogism	incongruent	no	no
424	504	どの日本人もポーランド人でない。  あるポーランド人は柔道家である。	どの柔道家も日本人でない。	Not every Japanese person is Polish. There is a Polish person who is a judo athlete.	No judoka is not Japanese.	neutral	EIE	syllogism	incongruent	no	no
425	505	どの日本人もポーランド人でない。  あるポーランド人は柔道家である。	ある柔道家は日本人である。	Not every Japanese person is Polish. There is a Polish person who is a judo athlete.	Some judoka is Japanese.	neutral	EII	syllogism	congruent	no	yes
426	506	どの日本人もポーランド人でない。  あるポーランド人は柔道家である。	ある柔道家は日本人でない。	Not every Japanese person is Polish. There is a Polish person who is a judo athlete.	There is a judoka who is not Japanese.	entailment	EIO	syllogism	congruent	no	no
427	507	どの日本人もポーランド人でない。  あるポーランド人は柔道家である。	すべての柔道家は日本人である。	Not every Japanese person is Polish. There is a Polish person who is a judo athlete.	All judo practitioners are Japanese.	contradiction	EIA	syllogism	incongruent	no	no
428	508	ある哺乳類は牛でない。  すべての哺乳類は動物である。	すべての動物は牛である。	There is a mammal that is not a cow. All mammals are animals.	All animals are cows.	contradiction	OAA	syllogism	incongruent	no	no
429	509	ある哺乳類は牛でない。  すべての哺乳類は動物である。	どの動物も牛でない。	There is a mammal that is not a cow. All mammals are animals.	No animal is a cow.	neutral	OAE	syllogism	incongruent	no	yes
430	510	ある哺乳類は牛でない。  すべての哺乳類は動物である。	ある動物は牛である。	There is a mammal that is not a cow. All mammals are animals.	There is an animal that is a cow.	neutral	OAI	syllogism	congruent	no	yes
431	511	ある哺乳類は牛でない。  すべての哺乳類は動物である。	ある動物は牛でない。	There is a mammal that is not a cow. All mammals are animals.	There is an animal that is not a cow.	entailment	OAO	syllogism	congruent	no	no
432	512	どの男性も女性でない。  ある教員は男性である。	すべての教員は女性である。	No man is a woman. One teacher is a man.	All teachers are women.	contradiction	EIA	syllogism	incongruent	no	no
433	513	どの男性も女性でない。  ある教員は男性である。	ある教員は女性である。	No man is a woman. One teacher is a man.	Some teacher is a woman.	neutral	EII	syllogism	congruent	no	yes
434	514	どの男性も女性でない。  ある教員は男性である。	どの教員も女性でない。	No man is a woman. One teacher is a man.	No teacher is a woman.	neutral	EIE	syllogism	incongruent	no	no
435	515	どの男性も女性でない。  ある教員は男性である。	ある教員は女性でない。	No man is a woman. One teacher is a man.	Some teacher is not a woman.	entailment	EIO	syllogism	congruent	no	no
436	516	どのクマもネコでない。  ある哺乳類はネコである。	すべての哺乳類はクマである。	No bear is a cat.  Some mammals are cats.	All mammals are bears.	contradiction	EIA	syllogism	incongruent	no	no
437	517	どのクマもネコでない。  ある哺乳類はネコである。	ある哺乳類はクマでない。	No bear is a cat.  Some mammals are cats.	A certain mammal is not a bear.	entailment	EIO	syllogism	congruent	no	no
438	518	どのクマもネコでない。  ある哺乳類はネコである。	ある哺乳類はクマである。	No bear is a cat.  Some mammals are cats.	A certain mammal is a bear.	neutral	EII	syllogism	congruent	no	yes
439	519	どのクマもネコでない。  ある哺乳類はネコである。	どの哺乳類もクマでない。	No bear is a cat.  Some mammals are cats.	No mammal is a bear.	neutral	EIE	syllogism	incongruent	no	no
440	520	すべてのイヌは哺乳類である。  どのヘビも哺乳類でない。	あるイヌはヘビである。	All dogs are mammals.  No snake is a mammal.	A dog is a snake.	contradiction	AEI	syllogism	incongruent	no	no
441	521	すべてのイヌは哺乳類である。  どのヘビも哺乳類でない。	どのイヌもヘビでない。	All dogs are mammals.  No snake is a mammal.	No dog is a snake.	entailment	AEE	syllogism	congruent	no	no
442	522	すべてのイヌは哺乳類である。  どのヘビも哺乳類でない。	あるイヌはヘビでない。	All dogs are mammals.  No snake is a mammal.	A certain dog is not a snake.	entailment	AEO	syllogism	congruent	no	no
443	523	すべてのイヌは哺乳類である。  どのヘビも哺乳類でない。	すべてのイヌはヘビである。	All dogs are mammals.  No snake is a mammal.	All dogs are snakes.	contradiction	AEA	syllogism	incongruent	no	no
444	524	"ある植物は食料である。  どの牛肉も植物でない。 "	すべての食料は牛肉である。	Some plants are food. No beef is a plant.	All food is beef.	contradiction	IEA	syllogism	incongruent	no	no
445	525	"ある植物は食料である。  どの牛肉も植物でない。 "	ある食料は牛肉でない。	Some plants are food. No beef is a plant.	Some food is not beef.	entailment	IEO	syllogism	congruent	no	no
446	526	"ある植物は食料である。  どの牛肉も植物でない。 "	ある食料は牛肉である。	Some plants are food. No beef is a plant.	Some food is beef.	neutral	IEI	syllogism	congruent	no	yes
447	527	"ある植物は食料である。  どの牛肉も植物でない。 "	どの食料も牛肉でない。	Some plants are food. No beef is a plant.	No food is beef.	neutral	IEE	syllogism	incongruent	no	no
448	528	どの鳥も猫でない。  ある鳥はペットである。	どのペットも猫でない。	No bird is a cat. Some birds are pets.	No pet is a cat.	neutral	EIE	syllogism	incongruent	no	no
449	529	どの鳥も猫でない。  ある鳥はペットである。	あるペットは猫でない。	No bird is a cat. Some birds are pets.	A certain pet is not a cat.	entailment	EIO	syllogism	congruent	no	no
450	530	どの鳥も猫でない。  ある鳥はペットである。	すべてのペットは猫である。	No bird is a cat. Some birds are pets.	All pets are cats.	contradiction	EIA	syllogism	incongruent	no	no
451	531	どの鳥も猫でない。  ある鳥はペットである。	あるペットは猫である。	No bird is a cat. Some birds are pets.	A certain pet is a cat.	neutral	EII	syllogism	congruent	no	yes
452	532	すべてのインコはトリである。  あるペットはインコである。	すべてのトリはペットである。	All parrots are birds.  A certain pet is a parrot.	All birds are pets.	neutral	AIA	syllogism	incongruent	no	no
453	533	すべてのインコはトリである。  あるペットはインコである。	あるトリはペットでない。	All parrots are birds.  A certain pet is a parrot.	A certain bird is not a pet.	neutral	AIO	syllogism	congruent	no	yes
454	534	すべてのインコはトリである。  あるペットはインコである。	あるトリはペットである。	All parrots are birds.  A certain pet is a parrot.	A certain bird is a pet.	entailment	AIE	syllogism	congruent	no	no
455	535	すべてのインコはトリである。  あるペットはインコである。	どのトリもペットでない。	All parrots are birds.  A certain pet is a parrot.	No bird is a pet.	contradiction	AIE	syllogism	incongruent	no	no
456	536	ある港区民は料理人である。  すべての港区民は東京都民である。	ある料理人は東京都民でない。	There is a cook who is a resident of Minato Ward.  All residents of Minato Ward are residents of Tokyo.	A certain chef is not a resident of Tokyo.	neutral	IAO	syllogism	congruent	no	yes
457	537	ある港区民は料理人である。  すべての港区民は東京都民である。	どの料理人も東京都民でない。	There is a cook who is a resident of Minato Ward.  All residents of Minato Ward are residents of Tokyo.	No chef is a Tokyo resident.	contradiction	IAE	syllogism	incongruent	no	no
458	538	ある港区民は料理人である。  すべての港区民は東京都民である。	すべての料理人は東京都民である。	There is a cook who is a resident of Minato Ward.  All residents of Minato Ward are residents of Tokyo.	All chefs are residents of Tokyo.	neutral	IAA	syllogism	incongruent	no	no
459	539	ある港区民は料理人である。  すべての港区民は東京都民である。	ある料理人は東京都民である。	There is a cook who is a resident of Minato Ward.  All residents of Minato Ward are residents of Tokyo.	A certain chef is a resident of Tokyo.	entailment	IAI	syllogism	congruent	no	no
460	540	どの哺乳類もカラスでない。  すべての牛は哺乳類である。	どのカラスも牛でない。	No mammal is a crow. All cows are mammals.	No crow is a cow.	entailment	EAE	syllogism	congruent	no	no
461	541	どの哺乳類もカラスでない。  すべての牛は哺乳類である。	あるカラスは牛である。	No mammal is a crow. All cows are mammals.	A certain crow is a cow.	contradiction	EAI	syllogism	incongruent	no	no
462	542	どの哺乳類もカラスでない。  すべての牛は哺乳類である。	あるカラスは牛でない。	No mammal is a crow. All cows are mammals.	A certain crow is not a cow.	entailment	EAO	syllogism	congruent	no	no
463	543	どの哺乳類もカラスでない。  すべての牛は哺乳類である。	すべてのカラスは牛である。	No mammal is a crow. All cows are mammals.	All crows are cows.	contradiction	EAA	syllogism	incongruent	no	no
464	544	すべての酒は飲料である。  すべてのビールは酒である。	あるビールは飲料でない。	All alcohol is a beverage. All beer is alcohol.	Some beer is not a beverage.	contradiction	AAO	syllogism	incongruent	no	no
465	545	すべての酒は飲料である。  すべてのビールは酒である。	あるビールは飲料である。	All alcohol is a beverage. All beer is alcohol.	A certain beer is a beverage.	entailment	AAI	syllogism	congruent	no	no
466	546	すべての酒は飲料である。  すべてのビールは酒である。	どのビールも飲料でない。	All alcohol is a beverage. All beer is alcohol.	All beers are not beverages.	contradiction	AAE	syllogism	incongruent	no	no
467	547	すべての酒は飲料である。  すべてのビールは酒である。	すべてのビールは飲料である。	All alcohol is a beverage. All beer is alcohol.	All beer is a beverage.	entailment	AAA	syllogism	congruent	no	no
468	548	すべてのイヌは哺乳類である。  あるペットはイヌである。	あるペットは哺乳類でない。	All dogs are mammals. A certain pet is a dog.	A certain pet is not a mammal.	neutral	AIO	syllogism	congruent	no	yes
469	549	すべてのイヌは哺乳類である。  あるペットはイヌである。	どのペットも哺乳類でない。	All dogs are mammals. A certain pet is a dog.	No pet is a mammal.	contradiction	AIE	syllogism	incongruent	no	no
470	550	すべてのイヌは哺乳類である。  あるペットはイヌである。	あるペットは哺乳類である。	All dogs are mammals. A certain pet is a dog.	A certain pet is a mammal.	entailment	AII	syllogism	congruent	no	no
471	551	すべてのイヌは哺乳類である。  あるペットはイヌである。	すべてのペットは哺乳類である。	All dogs are mammals. A certain pet is a dog.	All pets are mammals.	neutral	AIA	syllogism	incongruent	no	no
472	552	あるイヌはダリイである。  すべてのダリイはネコである。	すべてのイヌはネコである。	There is a dog that is a darii. All darii are cats.	All dogs are cats.	neutral	IAA	syllogism	incongruent	no	no
473	553	あるイヌはダリイである。  すべてのダリイはネコである。	あるイヌはネコでない。	There is a dog that is a darii. All darii are cats.	A certain dog is not a cat.	neutral	IAO	syllogism	congruent	no	yes
474	554	あるイヌはダリイである。  すべてのダリイはネコである。	どのイヌもネコでない。	There is a dog that is a darii. All darii are cats.	No dog is a cat.	contradiction	IAE	syllogism	congruent	no	no
475	555	あるイヌはダリイである。  すべてのダリイはネコである。	あるイヌはネコである。	There is a dog that is a darii. All darii are cats.	There is a dog that is a cat.	entailment	IAI	syllogism	incongruent	no	no
476	556	すべてのネコはバルバラである。  すべてのバルバラは爬虫類である。	あるネコは爬虫類でない。	All cats are barbara. All barbara are reptiles.	A certain cat is not a reptile.	contradiction	AAO	syllogism	congruent	no	no
477	557	すべてのネコはバルバラである。  すべてのバルバラは爬虫類である。	どのネコも爬虫類でない。	All cats are barbara. All barbara are reptiles.	No cat is a reptile.	contradiction	AAE	syllogism	congruent	no	no
478	558	すべてのネコはバルバラである。  すべてのバルバラは爬虫類である。	あるネコは爬虫類である。	All cats are barbara. All barbara are reptiles.	A certain cat is a reptile.	entailment	AAI	syllogism	incongruent	no	no
